Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),gst request,gst total,gst 64B,gst 32B,local load,local store,gld 128B,gld 64B,gst uncoalesced,gst coalesced,gld total,gst 128B,gld 32B,gld request,gld coalesced,gld uncoalesced,warp serialize
"Memcpy HtoD [async]",174946791,649428,,,,,,,,,,2985984,4597867662,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",175598619,663989,,,,,,,,,,2985984,4497038354,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",176263376,860548,,,,,,,,,,2985984,3469863389,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",176275025,12739987,108,108,1,8,8,1,13,548,0,,,0,0,0,10368,0,0,0,0,0,20736,2239488,0,2239488,0,2239488,0,3512679
"Memcpy HtoD [async]",177126388,684919,,,,,,,,,,2985984,4359616246,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",177813739,694167,,,,,,,,,,2985984,4301535509,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",178509282,706104,,,,,,,,,,2985984,4228816151,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",179216186,709945,,,,,,,,,,2985984,4205937079,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",179926931,706712,,,,,,,,,,2985984,4225178007,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",180634443,707448,,,,,,,,,,2985984,4220782304,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",181342819,707128,,,,,,,,,,2985984,4222692355,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",182050939,706776,,,,,,,,,,2985984,4224795409,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",182758708,706232,,,,,,,,,,2985984,4228049706,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",183465932,723481,,,,,,,,,,2985984,4127245912,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",184190373,715257,,,,,,,,,,2985984,4174700841,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",184906590,895783,,,,,,,,,,2985984,3333378731,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",185804069,689431,,,,,,,,,,2985984,4331084619,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",186495484,711129,,,,,,,,,,2985984,4198934370,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",187207573,724345,,,,,,,,,,2985984,4122322926,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",187932975,724217,,,,,,,,,,2985984,4123051516,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",188658120,764829,,,,,,,,,,2985984,3904119744,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",189096939,12595528,108,108,1,8,8,1,13,548,0,,,0,0,0,10368,0,0,0,0,0,20736,2239488,0,2239488,0,2239488,0,3506580
