Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),gst request,gst total,gst 64B,gst 32B,local load,local store,gld 128B,gld 64B,gst uncoalesced,gst coalesced,gld total,gst 128B,gld 32B,gld request,gld coalesced,gld uncoalesced,warp serialize
"Memcpy HtoD [async]",145327477,706778,,,,,,,,,,2985984,4224783453,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",146035183,722298,,,,,,,,,,2985984,4134005632,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",146758249,850821,,,,,,,,,,2985984,3509532557,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",146771466,6660091,54,54,1,16,16,1,13,2084,0,,,0,0,5184,0,0,0,0,559872,0,20736,559872,0,0,0,559872,0,0
"Memcpy HtoD [async]",147610894,675383,,,,,,,,,,2985984,4421171394,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",148287205,702104,,,,,,,,,,2985984,4252908401,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",148990238,700280,,,,,,,,,,2985984,4263985834,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",149691542,701913,,,,,,,,,,2985984,4254065674,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",150394447,706681,,,,,,,,,,2985984,4225363353,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",151102088,721467,,,,,,,,,,2985984,4138767261,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",151824579,848356,,,,,,,,,,2985984,3519729924,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",153438309,669238,,,,,,,,,,2985984,4461766964,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",153609459,6618167,54,54,1,16,16,1,13,2084,0,,,0,0,5184,0,0,0,0,559872,0,20736,559872,0,0,0,559872,0,0
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",160234155,6613686,54,54,1,16,16,1,13,2084,0,,,0,0,5184,0,0,0,0,559872,0,20736,559872,0,0,0,559872,0,0
"Memcpy DtoH [async]",160239275,670294,,,,,,,,,,2985984,4454737771,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",166855106,6615191,54,54,1,16,16,1,13,2084,0,,,0,0,5184,0,0,0,0,559872,0,20736,559872,0,0,0,559872,0,0
"Memcpy DtoH [async]",166858146,669334,,,,,,,,,,2985984,4461127030,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",173476985,6617591,54,54,1,16,16,1,13,2084,0,,,0,0,5184,0,0,0,0,559872,0,20736,559872,0,0,0,559872,0,0
"Memcpy DtoH [async]",173481754,666742,,,,,,,,,,2985984,4478469932,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",180107377,661078,,,,,,,,,,2985984,4516840675,,,,,,,,,,,,,,,,,
