Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),gst request,gst total,gst 64B,gst 32B,local load,local store,gld 128B,gld 64B,gst uncoalesced,gst coalesced,gld total,gst 128B,gld 32B,gld request,gld coalesced,gld uncoalesced,warp serialize
"Memcpy HtoD [async]",108292051,187567,,,,,,,,,,200704,1070038972,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",108325365,149933,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"Memcpy HtoD [async]",108481282,60389,,,,,,,,,,200704,3323519183,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",108541895,89864,,,,,,,,,,200704,2233419389,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",108631951,187728,,,,,,,,,,200704,1069121281,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",108657873,147884,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",108811486,147660,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"Memcpy HtoD [async]",108821471,63845,,,,,,,,,,200704,3143613438,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",108885540,93064,,,,,,,,,,200704,2156623398,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",108978828,166510,,,,,,,,,,200704,1205357035,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",108995437,146285,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"Memcpy HtoD [async]",109147002,65381,,,,,,,,,,200704,3069760327,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",109212639,92072,,,,,,,,,,200704,2179859240,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",109323081,141868,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",109470933,151213,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"Memcpy DtoH [async]",109485590,46084,,,,,,,,,,200704,4355177501,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",109532538,73798,,,,,,,,,,200704,2719640098,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",109607232,73063,,,,,,,,,,200704,2746999165,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",109681895,49508,,,,,,,,,,200704,4053971075,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",109732267,73606,,,,,,,,,,200704,2726734233,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",109806737,76135,,,,,,,,,,200704,2636159453,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",109883736,76358,,,,,,,,,,200704,2628460672,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",109960990,76486,,,,,,,,,,200704,2624061919,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",110038340,76007,,,,,,,,,,200704,2640598892,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",110115211,77094,,,,,,,,,,200704,2603367317,,,,,,,,,,,,,,,,,
