Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),gst request,gst total,gst 64B,gst 32B,local load,local store,gld 128B,gld 64B,gst uncoalesced,gst coalesced,gld total,gst 128B,gld 32B,gld request,gld coalesced,gld uncoalesced,warp serialize
"Memcpy HtoD [async]",192433725,1009839,,,,,,,,,,5017600,4968712834,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",193444364,1040562,,,,,,,,,,5017600,4822009644,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",194486590,1219713,,,,,,,,,,5017600,4113754629,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",194501184,27536986,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7658129
"Memcpy HtoD [async]",195708959,1135129,,,,,,,,,,5017600,4420290557,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",196844888,1277349,,,,,,,,,,5017600,3928135536,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",198124829,1141114,,,,,,,,,,5017600,4397106686,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",199266743,1281157,,,,,,,,,,5017600,3916459887,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",200550524,1163516,,,,,,,,,,5017600,4312446068,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",201714840,1267780,,,,,,,,,,5017600,3957784473,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",202984604,1142490,,,,,,,,,,5017600,4391810869,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",204128022,1276005,,,,,,,,,,5017600,3932272992,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",205405915,1139962,,,,,,,,,,5017600,4401550227,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",206546965,1284325,,,,,,,,,,5017600,3906799291,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",207833210,1136538,,,,,,,,,,5017600,4414810591,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",208970708,1284709,,,,,,,,,,5017600,3905631547,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",210257401,1135898,,,,,,,,,,5017600,4417298032,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",211394227,1276869,,,,,,,,,,5017600,3929612199,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",212672888,1136857,,,,,,,,,,5017600,4413571803,,,,,,,,,,,,,,,,,
