Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),gst request,gst total,gst 64B,gst 32B,local load,local store,gld 128B,gld 64B,gst uncoalesced,gst coalesced,gld total,gst 128B,gld 32B,gld request,gld coalesced,gld uncoalesced,warp serialize
"Memcpy HtoD [sync]",182952249,1732009,,,,,,,,,,5017600,2896982636,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",185307027,1787437,,,,,,,,,,5017600,2807147888,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",187097952,27082935,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7673359
"Memcpy DtoH [sync]",214182679,3619902,,,,,,,,,,5017600,1386114872,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",218837030,1528953,,,,,,,,,,5017600,3281722852,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",222082790,1729992,,,,,,,,,,5017600,2900360232,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",223816239,27172638,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7815036
"Memcpy DtoH [sync]",250990701,3281506,,,,,,,,,,5017600,1529054037,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",255374502,1624832,,,,,,,,,,5017600,3088073105,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",257605718,1699430,,,,,,,,,,5017600,2952519374,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",259308605,27070517,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7663092
"Memcpy DtoH [sync]",286380947,3115125,,,,,,,,,,5017600,1610721881,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",290608928,1633633,,,,,,,,,,5017600,3071436485,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",292855153,1684101,,,,,,,,,,5017600,2979393753,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",294542742,27297640,140,140,1,8,8,1,13,548,0,,,0,0,0,17424,0,0,0,0,0,34848,4878720,0,4878720,0,4878720,0,7680507
"Memcpy DtoH [sync]",321842174,3809324,,,,,,,,,,5017600,1317189086,,,,,,,,,,,,,,,,,
