Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),gst request,gst total,gst 64B,gst 32B,local load,local store,gld 128B,gld 64B,gst uncoalesced,gst coalesced,gld total,gst 128B,gld 32B,gld request,gld coalesced,gld uncoalesced,warp serialize
"Memcpy HtoD [async]",179501246,2387964,,,,,,,,,,11943936,5001723644,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",181890170,2404669,,,,,,,,,,11943936,4966977159,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",184295608,2423006,,,,,,,,,,11943936,4929387710,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",184308184,187263819,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,42927858
"Memcpy HtoD [async]",186719958,2670162,,,,,,,,,,11943936,4473112867,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",189392456,2825183,,,,,,,,,,11943936,4227668083,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",192218631,2838111,,,,,,,,,,11943936,4208410453,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",195059046,2841664,,,,,,,,,,11943936,4203148577,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",197903046,2842463,,,,,,,,,,11943936,4201967096,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",200747814,2783547,,,,,,,,,,11943936,4290905093,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",203533537,2784891,,,,,,,,,,11943936,4288834284,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",371579107,184523763,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,43746723
"Memcpy DtoH [async]",371582276,2214414,,,,,,,,,,11943936,5393723124,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",556110231,186201110,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,42983738
"Memcpy DtoH [async]",556115223,2401821,,,,,,,,,,11943936,4972866837,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",742318862,185588198,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,43343694
"Memcpy DtoH [async]",742325294,2550953,,,,,,,,,,11943936,4682146633,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",927914325,189873591,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,43947900
"Memcpy DtoH [async]",927918933,2536808,,,,,,,,,,11943936,4708253837,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",1117803981,2777499,,,,,,,,,,11943936,4300248532,,,,,,,,,,,,,,,,,
