Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),gst request,gst total,gst 64B,gst 32B,local load,local store,gld 128B,gld 64B,gst uncoalesced,gst coalesced,gld total,gst 128B,gld 32B,gld request,gld coalesced,gld uncoalesced,warp serialize
"Memcpy HtoD [sync]",258280470,4673230,,,,,,,,,,11943936,2555820278,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",263552275,4669710,,,,,,,,,,11943936,2557746840,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",268225410,187727076,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,42203222
"Memcpy DtoH [sync]",455954342,8318156,,,,,,,,,,11943936,1435887473,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",465620220,4582119,,,,,,,,,,11943936,2606640290,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",470800754,5482254,,,,,,,,,,11943936,2178654254,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",476286464,182231253,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,43539994
"Memcpy DtoH [sync]",658519510,8055095,,,,,,,,,,11943936,1482780277,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",668083364,4550149,,,,,,,,,,11943936,2624954919,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",673238360,5084207,,,,,,,,,,11943936,2349222995,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",678325991,184749979,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,42688330
"Memcpy DtoH [sync]",863078146,7924621,,,,,,,,,,11943936,1507193340,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",872338520,5332738,,,,,,,,,,11943936,2239738010,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",878260841,4345620,,,,,,,,,,11943936,2748499868,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",882609918,189583157,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,42437278
"Memcpy DtoH [sync]",1072194899,8934557,,,,,,,,,,11943936,1336824646,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",1082495355,4522019,,,,,,,,,,11943936,2641283904,,,,,,,,,,,,,,,,,
