Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),gst request,gst total,gst 64B,gst 32B,local load,local store,gld 128B,gld 64B,gst uncoalesced,gst coalesced,gld total,gst 128B,gld 32B,gld request,gld coalesced,gld uncoalesced,warp serialize
"Memcpy HtoD [async]",176388001,699448,,,,,,,,,,2985984,4269057885,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",177088217,738427,,,,,,,,,,2985984,4043709127,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",177827444,859236,,,,,,,,,,2985984,3475161655,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",177842485,6655860,54,54,1,16,16,1,13,2084,0,,,0,0,5184,0,0,0,0,559872,0,20736,559872,0,0,0,559872,0,0
"Memcpy HtoD [async]",178689177,679798,,,,,,,,,,2985984,4392457759,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",179371343,701304,,,,,,,,,,2985984,4257759830,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",180073447,701496,,,,,,,,,,2985984,4256594478,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",180775743,701208,,,,,,,,,,2985984,4258342745,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",181477719,709369,,,,,,,,,,2985984,4209352255,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",182187888,701976,,,,,,,,,,2985984,4253683886,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",182890824,697976,,,,,,,,,,2985984,4278061136,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",183589728,704824,,,,,,,,,,2985984,4236495919,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",184295481,872005,,,,,,,,,,2985984,3424273943,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",184666550,6616785,54,54,1,16,16,1,13,2084,0,,,0,0,5184,0,0,0,0,559872,0,20736,559872,0,0,0,559872,0,0
"Memcpy HtoD [async]",185169150,678423,,,,,,,,,,2985984,4401360213,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",185849237,695287,,,,,,,,,,2985984,4294606399,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",186545484,701976,,,,,,,,,,2985984,4253683886,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",187248420,701144,,,,,,,,,,2985984,4258731444,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",187950525,702136,,,,,,,,,,2985984,4252714573,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",188653653,700760,,,,,,,,,,2985984,4261065129,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",189355373,709624,,,,,,,,,,2985984,4207839644,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",190065926,882790,,,,,,,,,,2985984,3382439764,,,,,,,,,,,,,,,,,
