Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),gst request,gst total,gst 64B,gst 32B,local load,local store,gld 128B,gld 64B,gst uncoalesced,gst coalesced,gld total,gst 128B,gld 32B,gld request,gld coalesced,gld uncoalesced,warp serialize
"Memcpy HtoD [async]",278522280,2353880,,,,,,,,,,11943936,5074148214,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",280876928,2417949,,,,,,,,,,11943936,4939697239,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",283295645,2703763,,,,,,,,,,11943936,4417523281,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",283307294,185266387,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,42952929
"Memcpy HtoD [async]",286002769,2655023,,,,,,,,,,11943936,4498618656,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",288658592,2882338,,,,,,,,,,11943936,4143836010,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",291541730,2889313,,,,,,,,,,11943936,4133832506,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",294434052,2952039,,,,,,,,,,11943936,4045995327,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",297389451,2933669,,,,,,,,,,11943936,4071330473,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",300326352,2944295,,,,,,,,,,11943936,4056636987,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",303273079,2897826,,,,,,,,,,11943936,4121688465,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",306172665,2821213,,,,,,,,,,11943936,4233617241,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",308995798,2814652,,,,,,,,,,11943936,4243485873,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",311812306,2834974,,,,,,,,,,11943936,4213067209,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",314649232,2838814,,,,,,,,,,11943936,4207368288,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",317489774,2819516,,,,,,,,,,11943936,4236165356,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",320311147,2798906,,,,,,,,,,11943936,4267358746,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",323111910,2842174,,,,,,,,,,11943936,4202394364,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",325956228,2829501,,,,,,,,,,11943936,4221216391,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",328787745,2818493,,,,,,,,,,11943936,4237702914,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",331607998,2809851,,,,,,,,,,11943936,4250736426,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",468581105,187884768,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,43445040
"Memcpy DtoH [async]",468588818,2261041,,,,,,,,,,11943936,5282494213,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",656472945,184836466,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,43498469
"Memcpy DtoH [async]",656480114,2816668,,,,,,,,,,11943936,4240448643,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",841316611,2575434,,,,,,,,,,11943936,4637640102,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",841489809,188446955,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,43063947
"Memcpy DtoH [async]",1029944573,2584586,,,,,,,,,,11943936,4621218253,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",1030117674,188395912,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,41848534
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",1218520658,191270249,216,216,1,8,8,1,13,548,0,,,0,0,0,41472,0,0,0,0,0,82944,17915904,0,17915904,0,17915904,0,42826944
"Memcpy DtoH [async]",1218522739,2770456,,,,,,,,,,11943936,4311180542,,,,,,,,,,,,,,,,,
